messages;labels
"Авиаконцерн Airbus призвал страны Запада не вводить эмбарго на российский титан.

Авиастроители заявляют, что данные санкции принесут несравнимо больший ущерб западным странам, а не России";0
Беларусь ограничила вывоз соли, сахара, муки и макаронных изделий;0
"ЦБ РФ: Реальный эффективный курс рубля с января по март снизился на 21,6%, а в марте — на 17,5%

А вот курсы валют от ЦБ на 13 апреля:
Доллар — 79,63
Евро — 86,79";0
"⚡️Бывшим редакторам DOXA назначили 2 года исправительных работ.

Аллу Гутникову, Владимира Метёлкина, Наталью Тышкевич и Армена Арамяна признали виновными в вовлечении несовершеннолетних в совершение действий, представляющих опасность для жизни";0
"В Нью-Йоркском метро произошла стрельба, сообщает NYT.

Ранены по меньшей мере 13 человек, на станции задымление. Нападавшего ищет полиция, по сообщениям, стрелок был в противогазе. 

СМИ пишут, что на месте происшествия нашли несколько несдетонировавших взрывных устройств";0
Путин: Киев отошёл от стамбульских договоренностей, переговоры вернулись в тупиковую ситуацию;0
"Путин о том, можно ли ускорить завершение спецоперации:

«Можно. Это зависит от интенсивности боевых действий. А интенсивность так или иначе связана с потерями. Наша задача - достичь всех целей, минимизируя эти потери»";0
Профицит федерального бюджета России с января по март составил 1,15 триллиона рублей — Минфин;0
Egypt Air возобновляет регулярные рейсы Каир-Москва с 15 апреля;0
Путин: в украинской Буче такой же фейк, как был с химоружием в Сирии;0
Путин о спецоперации: мы ничего не должны скрывать, освещать работу надо объективно;0
​​Не говорим прощай;0
"Заявления Лукашенко:

• Если бы Россия хоть чуть-чуть запоздала с операцией, то по российской территории был бы нанесён сокрушительный удар;

• Произошедшее в Буче — «британская психологическая спецоперация»;

 • Предлагаю помощь с материалами по расследованию подготовки операции в украинской Буче";0
"​​Заявления Путина на совместной пресс-конференции с Александром Лукашенко:

• Начать диалог с Украиной стало возможным во многом благодаря Лукашенко;

• Будем противостоять попыткам изолировать Москву и Минск;

• Россия сохраняет самые благоприятные цены на нефть и газ для внутреннего потребления в Беларуси, расчёты за них переведены в рубли;

• В энергетике завершено согласование проекта объединенного рынка электроэнергии с Минском;

• Расчёты за газ в рублях с Минском минимизируют негативные влияния санкций для Беларуси;

• Белорусская площадка подходит для дальнейших контактов в рамках переговоров России и Украины;

• Блицкриг, на который рассчитывал Запад, не состоялся";0
"​​Главное к 15:00:

— Из App Store удалили приложение Сбербанка из-за санкций;

— «Единая Россия» внесла в Госдуму законопроект о внешнем управлении иностранными компаниями, которые объявили об уходе с российского рынка;

— Власти Белгорода объявили о наборе в добровольную народную дружину;

— Минфин: Россия не объявляла дефолт по своим обязательствам по евробондам, информация CNN не соответствует действительности;

— Немецкая Obi GmbH передает в доверительное управление свой российский бизнес — сеть магазинов Obi — основателю консалтинговой группы «Аудит груп» и юридического агентства «Сезар консалтинг» Борису Любошицу.

— Заявления Путина: 
• Россия возобновит лунную программу;
• РФ не собирается изолироваться и ее изолировать невозможно;
• Цели операции по защите Донбасса будут достигнуты, они благородные;
• Поручаю удвоить кэшбек для туристов, отправляющихся на Дальний Восток";0
Немецкая Obi GmbH передает в доверительное управление свой российский бизнес — сеть магазинов Obi — основателю консалтинговой группы «Аудит груп» и юридического агентства «Сезар консалтинг» Борису Любошицу;0
"Использование буквы Ё признано необязательным во всех случаях. 

Соответствующий проект сегодня обнародовало Минпросвещения";0
"Константина Райкина уволили из Театральной школы Константина Райкина.

Райкин отметил, что сейчас с юристом готовится оспаривать решение ректора. 26 февраля Константин Райкин подписался под обращением руководителей ведущих российских театров и известных деятелей культуры с призывом к мирному урегулированию ситуации в Украине";0
Минфин: Россия не объявляла дефолт по своим обязательствам по евробондам, информация CNN не соответствует действительности;0
"Власти Белгорода объявили о наборе в добровольную народную дружину.

В обязанности дружинников войдет патрулирование улиц в темное время суток и «помощь полиции в обеспечении правопорядка»";0
"За 2021 год россияне сэкономили на онлайн-покупках 4 500 000 000 рублей — данные аналитиков СберМаркета.

Товары со скидосами берут 46% пользователей Сбермаркета, среди которых 31% — мужчины, а женщины — 69% (nice). Чаще всего выбирают среди молочных продуктов и яиц, безалкогольных напитков, сладостей, кормов для животных и бакалеи. Больше всего товаров со скидками пользователи покупают в Магните, О'кее и Ленте";0
«Единая Россия» внесла в Госдуму законопроект о внешнем управлении иностранными компаниями, которые объявили об уходе с российского рынка;0
Путин поручил удвоить кэшбек для туристов, отправляющихся на Дальний Восток;0
"​​В России — 10 910 заболевших коронавирусом за последние сутки в 85 регионах.

Из них 643 — в Свердловской области, 508 — в Санкт-Петербурге и 489 — в Москве.

Выздоровели: 31 271 человек
Умерли: 281 человек

#coronavirus";0
"​​Сегодня отмечается День космонавтики.

С праздником, поехавшие!";0
"Еще заявления Путина:

— Украину начали превращать в антироссийский плацдарм, выращивать имевшиеся там ростки национализма;

— Из-за того, что в Украине специально выращивали неонацистскую поросль, столкновение с Москвой было неизбежно, вопрос был только во времени;

— Цели операции по защите Донбасса будут достигнуты, они благородные. Киев публично отказался выполнять Минские соглашения, продолжать терпеть геноцид было невозможно;

— Россия будет развивать свои собственные компетенции взамен тех, что раньше могла покупать за нефтедоллары";0
Россия не собирается изолироваться и ее изолировать невозможно — Путин;0
Россия и Белоруссия будут совместно формировать инфраструктуру в космической сфере. Белорусские специалисты в ближайшее время получат возможность участвовать в развитии космодрома Восточный —  Путин;0
РФ будет последовательно и настойчиво осуществлять все намеченные планы в космической сфере, несмотря на давление извне —  Путин;0
Количественный и качественный потенциал спутниковой группировки РФ будет существенно расширен — Путин;0
Россия возобновит лунную программу — Путин;0
Из App Store удалили приложение Сбербанка из-за санкций;0
Шри-Ланка объявила дефолт по внешним обязательствам, заявили в правительстве страны;0
"​​Главное за ночь:

— Nokia объявила об уходе с российского рынка;

— МИД: Япония ввела новые санкции против РФ. Под них попали 398 человек и 28 организаций. Также Японией был утверждён запрет на новые инвестиции в РФ и объявлена заморозка активов Сбербанка и Альфа-Банка с 12 мая; 

— Временные ограничения на полеты в ряд аэропортов на юге и в центральной России продлен до 19 апреля 2022 года. Ограничения распространяются на Анапу, Белгород, Брянск, Воронеж, Геленджик, Краснодар, Курск, Липецк, Ростов-на-Дону, Симферополь и Элисту;

—  В ЕС начата операция по выявлению активов, подходящих под российские санкции;

— «Ъ»: В России усложнилось получение и продление лицензий на охотничье оружие в связи с длительными очередями на медосвидетельствование. Проблема могла быть вызвана ужесточением законов после серии эпизодов со стрельбой в образовательных учреждениях;

— В Украине отменяется весенний призыв и демобилизация срочников из армии";0
"​​Главное за день: 
 
— Французская группа Societe Generale первой из крупных европейских финансовых групп объявила об уходе с российского рынка: её основной актив — Росбанк. Его и страховой бизнес продадут группе «Интеррос», которая принадлежит Владимиру Потанину;

— Жёлтый уровень террористической опасности вводится в Брянской, Белгородской и Воронежской областях, а также на севере Крыма; 

— Результаты выборов президента во Франции после подсчета 100% голосов: Макрон 27,84%, Ле Пен 23,15%. Они выходят во второй тур;

— Мариупольский порт перешёл под контроль ДНР, заявил Пушилин;

— Российское экологическое общество просит признать Greenpeace и WWF иноагентами, так как они «формируют негативное общественное мнение о действиях российского правительства и компаний в сфере охраны природы»;

— Путин поручил Промсвязьбанку обеспечить открытие в Крыму и Севастополе своих филиалов до 1 октября;

— Камерун, Конго и Демократическая Республика Конго внедрят на государственном уровне блокчейн и криптовалюту TON;

— Евросоюз внёс 20 российских авиакомпаний в черный список по воздушной безопасности;

— Пользователи нашли лайфхак, позволяющий вернуть Apple Pay на айфон с подключённой ранее картой «Мир». Нужно перевести телефон в режим пропажи, а потом разблокировать";0
"Пользователи нашли лайфхак, позволяющий вернуть Apple Pay на айфон с подключённой ранее картой «Мир». 
 
Нужно перевести телефон в режим пропажи, а потом разблокировать.

P.S. Мы проверили";0
Медведев: Россия «в отместку идиотам» не будет закрываться от мира;0
"В России заблокировали издание о криптовалютах ForkLog. 

Ранее редакция журнала высказалась о действиях России в Украине";0
Huawei удалил из своего магазина приложения ВТБ, «Открытия» и Промсвязьбанка;0
На севере Крыма также вводится жёлтый уровень террористической опасности, заявляет Аксенов;0
Володин: граждан РФ, которые ведут себя предательски и подло, правильно было бы лишать гражданства;0
Bloomberg заявляет о приостановке публикации новостей на русском;0
Также «жёлтый» уровень террористической опасности введён в двух районах Краснодарского края;0
А вот и видео «обстрела»;0
Стрельба велась из рогатки;0
Погранкомитет Беларуси сообщает, что польские силовики обстреляли белорусский КПП Песчатка;0
"​​Главное к 18:10:

Глава МИД Литвы заявил, что страны ЕС начали работу над шестым пакетом санкций против России с «нефтяной опцией»;

Евросоюз внес 20 российских авиакомпаний в черный список по воздушной безопасности, среди которых Utair, Победа, Аэрофлот, Nordwind и другие;

В пограничных с Украиной субъектах РФ вводят жёлтый уровень террористической опасности. Первыми меры ввели Воронежская, Брянская и Белгородская области;

Венгрия готова платить за российский газ в рублях, это не будет нарушением санкций Евросоюза — глава МИД Венгрии;

Путин поручил разработать документ, по которому Россия и Беларусь смогут взаимно признавать и исполнять решения по нарушениям ПДД;

Дания и Швеция возобновили оформление и выдачу гражданам России всех типов виз, в том числе и туристических;

Путин поручил Промсвязьбанку обеспечить открытие в Крыму и Севастополе своих филиалов до 1 октября;

После подсчёта 100% голосов Макрон одерживает победу во французских выборах с 27,84%;

Французская группа Societe Generale первой из крупных европейских финансовых групп объявила об уходе с российского рынка: её основной актив — Росбанк;

Шведская компания Ericsson приостанавливает деятельность в России на неопределённый срок";0
"МЧС: Число жертв взрыва в Ступино выросло до 4. Ещё 19 человек числятся пострадавшими

UPD: Число погибших выросло до 6";0
"Канцлер Австрии Нехаммер прокомментировал итоги своих переговоров с Путиным:

— Звучал призыв к завершению спецоперации в Украине;

—  Объявлялось, что санкции против РФ останутся в силе и станут только жестче;

—  Переговоры выдались «открытыми и жёсткими»";0
Вслед за Брянской и Воронежской областями жёлтый уровень террористической опасности введён в Белгородской области, сообщают власти;0
"«Для штурма ""Азовстали"" нужно обратиться к химическим войскам, которые найдут способ как выкурить кротов из своих нор» — представитель народной милиции ДНР Басурин.

А мы напомним, что официальное название химвойск РФ — «Войска радиационной, химической и биологической защиты».";0
"Жёлтый уровень террористической опасности вводится в Брянской области с 11 апреля. Жителям области рекомендуется:

• Воздержаться от посещения мест массового скопления людей;
• При выходе на улицу брать с собой документы, удостоверяющие личность;
• Обращать внимание на расположение запасных выходов и путей эвакуации при пожаре в общественных зданиях (торговых центрах, вокзалах, аэропортах и т. п.);
• Обращать внимание на незнакомцев на территории своих домов, дворов, парковок и т.д.";0
Пушилин: Мариупольский порт перешёл под контроль ДНР;0
"​​Новости с российской таможни. Сотрудники границы уже второй день не отпускают мужчину-перегонщика, который перевозил личные вещи секс-блогера Арины Винтовкиной в Черногорию.

Среди прочего, в вещах были секс-игрушки, которые очень смутили таможенников. По словам Винтовкиной, сотрудники твёрдо заявили, что это «порнография и извращение» и изъяли вещи. Блогер рассказывает, что пошли уже вторые сутки, как перегонщик находится на границе, всё это время сотрудники таможни составляют протокол изъятия и рассказывают ему, какой он «урод и извращенец».

Девушка со ссылкой на юристов утверждает, что перевозимый груз юридически законен, а действия таможенников — нет

¯\_(ツ)_/¯";0
"В Сан-Франциско полицейские остановили беспилотную машину и чуть не отправились за ней в погоню.

Полицейский решил остановить автомобиль, так как у нарушителя не горел дальний свет. Удивившись отсутствию водителя и безуспешно попытавшись открыть дверь, страж порядка отправился, видимо, спросить совета у коллеги — и тут нарушитель дал газу.

Как заявляют представители беспилотника, алгоритмы решили не удрать, а проехать немного дальше и остановиться после перекрёстка, чтобы снизить вероятность аварийной ситуации";0
"Марину Овсянникову взяли журналисткой в немецкий Die Welt.

Напомним, что Марина работала на Первом канале до того как прервала один из эфиров, выбежав на камеры с плакатом";0
Венгрия готова платить за российский газ в рублях, это не будет нарушением санкций Евросоюза — глава МИД Венгрии;0
Путин поручил МВД разработать документ, по которому Россия и Беларусь смогут взаимно признавать и исполнять решения по нарушениям ПДД;0
"В двух приграничных с Украиной районах Воронежской области повышен уровень террористической угрозы до среднего — губернатор.

Также жёлтый уровень террористической опасности могут ввести все субъекты РФ, граничащие с Украиной";0
"Результаты выборов президента во Франции после подсчета 100% голосов:

— Макрон 27,84% 

— Ле Пен 23,15%";0
МИД Канады вводит санкции против 33 предприятий российского оборонного сектора;0
Лавров: Спецоперация России призвана покончить с курсом США на доминирование в мире;0
В список попали Utair, Победа, Аэрофлот, Nordwind и другие. Им нельзя летать над Европой;0
Евросоюз внес 20 российских авиакомпаний в черный список по воздушной безопасности —  заявление Еврокомиссии;0
Камерун, Конго и Демократическая Республика Конго внедрят на государственном уровне блокчейн и криптовалюту TON;0
Дания и Швеция возобновили оформление и выдачу гражданам России всех типов виз, в том числе и туристических  —  визовый оператор VFS Global;0
"​​В России — 11 855 заболевших коронавирусом за последние сутки в 85 регионах.

Из них 652 — в Свердловской области, 609 в Санкт-Петербурге и 589 — в Москве.

Выздоровели: 26 755 человек
Умерли: 248 человек

#coronavirus";0
Причин для дефолта в России нет — Песков;0
"Роскомнадзор потребовал от «Википедии» удалить 10 изображений, признанных ведомством порнографическими. 

«Теперь к нам пришли из-за десяти нарисованных анимешных девочек, изображения которых, как считает Роскомнадзор, ""содержат порнографические изображения несовершеннолетних""», —  сообщают представители сообщества.";0
Роскомнадзор направил запрос американской компании Ookla LLC, владельцу сервиса для измерения скорости интернет-доступа Speedtest.net, с требованием предоставить информацию о локализации баз данных россиян на территории страны;0
"Россиянин Артём Северюхин, выступающий под итальянским флагом, «зиганул» во время награждения на Чемпионате Европы по картингу.

По версии мамы гонщика, таким образом сын лишь хотел «послать сердечки своей команде», а окружающие «видят то, что хотят увидеть»";0
Глава МИД Литвы заявил, что страны ЕС начали работу над шестым пакетом санкций против России с «нефтяной опцией»;0
Рогозин не исключил, что странам-участницам МКС придется за рубли покупать у России услуги по поддержанию станции после 2024 года;0
Шведская компания Ericsson приостанавливает деятельность в России на неопределенный срок;0
Сейчас курс доллара упал до 78,8, евро - до 85,5;0
Путин поручил Промсвязьбанку обеспечить открытие в Крыму и Севастополе своих филиалов до 1 октября;0
Курс доллара на открытии Мосбиржи вырос до 81,9 рублей, евро — до 87,87 рублей;0
"Французская группа Societe Generale первой из крупных европейских финансовых групп объявила об уходе с российского рынка: её основной актив — Росбанк. 

Его и страховой бизнес продадут группе «Интеррос», которая принадлежит Владимиру Потанину";0
Российское экологическое общество просит признать Greenpeace и WWF иноагентами, так как они «формируют негативное общественное мнение о действиях российского правительства и компаний в сфере охраны природы»;0
"​​Главное за ночь:

— В подмосковском Ступино в результате взрыва в жилом доме погибло 2 человека и пострадали ещё 5. Причиной взрыва МЧС  называет утечку газа;

— Российские ретейлеры на фоне кризиса начнут выкупать и перепродавать поддержанные смартфоны;

— Success Rockets представила лёгкую ракету Stalker. Её полёт на орбит запланирован на 2024 год;

— В первом туре французских президентских выборов лидирует Макрон с 27,4% голосов, после обработки 90% бюллетеней;

— The Times: Финляндия и Швеция планируют вступить в НАТО уже этим летом";0
"​​Главное за день:

— На выборах президента во Франции Макрон выходит вперед с 27,07%, у Ле Пен 26,65% — данные МВД Франции после подсчета 70% голосов;

— Из-за санкций ВВП России сократится на 11,2% в 2022 году, прогнозирует Всемирный банк;

— В Курской области с 11 апреля вводится жёлтый (высокий) уровень террористической опасности «в связи с возможными провокациями украинских националистов»;

— Украина полностью запретила импорт товаров из России;

— Глава европейской дипломатии Жозеп Боррель по итогам своего визита в Украину заявил, что получил от украинцев «список вооружений», который собирается обсудить с Военным комитетом ЕС";0
"В Южной Осетии сегодня тоже выбирали президента. 

Во второй тур прошли действующий глава республики Анатолий Бибилов и Алан Гаглоев.

Бибилов выступал за референдум о присоединении Южной Осетии к РФ";0
В Пакистане люди вышли на митинги против действий правительства, которое отстранило премьера Имрана Хана;0
Из-за санкций ВВП России сократится на 11,2% в 2022 году, прогнозирует Всемирный банк;0
По первым официальным данным, во второй тур президентских выборов во Франции выходят Ле Пен (27,8%) и Макрон (26,2%);0
"Данные экзит-полов France 2 на 21:00:

Макрон: 28,1 %
Ле Пен: 23,3 %
Меланшон: 20,1 %

Во второй тур пока выходят Макрон и Ле Пен";0
"​​Первые результаты экзитполов на выборах президента Франции.

 К 17:00 часам явка на выборах составила 65%";0
Канцлер Австрии Карл Нехаммер в понедельник посетит Москву, пишет Kronen Zeitung со ссылкой на источники. Нехаммер планирует провести переговоры с Путиным;0
Мем с танцующими носильщиками гробов (Coffin Dance) продали на NFT-аукционе за 1 миллион долларов. Четверть из вырученной суммы пожертвовали Украине;0
"​​Главное к 17:00:

— В Курской области с 11 апреля вводится жёлтый (высокий) уровень террористической опасности «в связи с возможными провокациями украинских националистов»;

— Украина полностью запретила импорт товаров из России;

— Глава европейской дипломатии Жозеп Боррель по итогам своего визита в Украину заявил, что получил от украинцев «список вооружений», который собирается обсудить с Военным комитетом ЕС;

— Словакия может передать Украине истребители МиГ-29 и гаубицы «Зузана», сообщают местные СМИ;

— ООН: Более 4,5 миллионов беженцев из Украины прибыли в соседние с ней страны с начала военных действий;

— В рамках глобальной кампании Stand Up for Ukraine удалось собрать более 10 миллиардов долларов для помощи украинским беженцам. Онлайн-акция началась по инициативе Еврокомиссии и правительства Канады. Пользователи соцсетей по всему миру делали публикации с призывом перечислить деньги в благотворительные организации на оказание гуманитарной помощи украинским гражданам";0
В Курской области с 11 апреля вводится жёлтый (высокий) уровень террористической опасности «в связи с возможными провокациями украинских националистов», сообщил губернатор региона Роман Старовойт;0
"​​Брайан Крэнстон и Аарон Пол вернутся к ролям Уолтера Уайта и Джесси Пинкмана в финальном сезоне сериала «Лучше звоните Солу».

Первая серия выйдет 18 апреля";0
Словакия может передать Украине истребители МиГ-29 и гаубицы «Зузана», сообщают местные СМИ;0
ООН: Более 4,5 миллионов беженцев из Украины прибыли в соседние с ней страны с начала военных действий;0
"⚡️Украина полностью запретила импорт товаров из России. 

В 2021 году объем экспорта из России в Украину составил более 8 миллиардов долларов";0
Глава европейской дипломатии Жозеп Боррель по итогам своего визита в Украину заявил, что получил от украинцев «список вооружений», который собирается обсудить с Военным комитетом ЕС;0
"​​В России — 13 056 заболевших коронавирусом за последние сутки в 85 регионах. 
 
Из них 742 — в Москве и 617 — в Санкт-Петербурге. 
 
Выздоровели: 29 372 человека 
Умерли: 259 человек 
 
#coronavirus";0
"Сын участника The Beatles Джона Леннона — Джулиан Леннон — в рамках той же благотворительной кампании Stand Up For Ukraine впервые публично исполнил культовую сольную песню своего отца «Imagine». 
 
«Я всегда говорил, что спою „Imagine“ только если наступит конец света. Но его [Джона Леннона] текст отражает наше коллективное стремление к миру во всём мире. […] Песня отражает свет в конце тоннеля, на который мы все надеемся»";0
"В рамках глобальной кампании Stand Up for Ukraine удалось собрать более 10 миллиардов долларов для помощи украинским беженцам.

Онлайн-акция началась по инициативе Еврокомиссии и правительства Канады. Пользователи соцсетей по всему миру делали публикации с призывом перечислить деньги в благотворительные организации на оказание гуманитарной помощи украинским гражданам. К кампании также присоединились многие знаменитости мирового масштаба

Вчера в Варшаве прошла конференция, подводящая итоги сбора средств";0
"​​Главное за ночь: 
 
— Сбербанк снижает ставки по потребительским кредитам на 2 п. п., минимальная ставка теперь составит 19,9%. Банк также снизил ставки по вкладам: максимальная ставка по депозитам в рублях составит 16% вместо 19%;

— Во Франции стартовал первый тур президентских выборов;

— Выборы президента также начались в Южной Осетии. Ранее действующий глава республики заявлял, что после выборов будет проведён референдум по вхождению в состав РФ;

— НАТО разрабатывает планы полномасштабного развертывания вооруженных сил на своих восточных границах, заявил Генсек альянса Столтенберг;

— Москалькова подтвердила, что Россия и Украина произвели обмен пленными. По её словам, помимо военнослужащих, Киев выдал четырёх сотрудников «Росатома». В госкорпорации заявили, что 23 февраля они «в соответствии с контрактными обязательствами» доставили груз на Ровенскую АЭС";0
"​​Главное за день: 

— ЕС приостановил пропуск грузовых автомобилей, зарегистрированных в РФ и РБ, сообщает Федеральная таможенная служба;

— Роскомнадзор потребовал восстановить доступ к YouTube-каналу Госдумы;

— Также РКН заблокировал сайты изданий «Холод» и «Дискурс»;

— Представитель МИД РФ Захарова: «Судя по всему, YouTube себе приговор подписал. Сохраняйте контент, переносите на российские платформы. И побыстрее»;

— ЕС приостановил пропуск грузовых автомобилей, зарегистрированных в РФ и РБ, сообщает Федеральная таможенная служба;

— Корабль SpaceX состыковался с МКС, сообщает NASA;

— Италия возобновит работу посольства в Киеве сразу после Пасхи, заявил министр иностранных дел Италии Луиджи Ди Майо;

— Владельцу косметической сети Lush в России придется закрыть 17 из 48 магазинов и уволить 200 из 500 сотрудников, сообщает Forbes;

— В Киев прилетел премьер-министр Великобритании Борис Джонсон и встретился с Зеленским;

— Со стороны Украины из миномётов был обстрелян погранпост в районе н.п. Елизаветовка в Курской области, сообщил губернатор;

— В результате обмена между Россией и Украиной домой вернулись 32 российских водителя и 20 украинских, а также жители Беларуси";0
В результате обмена между Россией и Украиной домой вернулись 32 российских водителя и 20 украинских, а также жители Беларуси — Москалькова;0
Агентство S&P понизило кредитный рейтинг России в валюте до «выборочного дефолта»;0
"Со стороны Украины из миномётов был обстрелян погранпост в районе н.п. Елизаветовка в Курской области, сообщил губернатор. 

По его словам, пострадавших и разрушений нет";0
Вновь стрельба в Израиле: в Рахате неизвестный открыл огонь по посетителям кафе;0
Борис Джонсон после встречи с Зеленским заявил, что Великобритания готовит новый пакет финансовой и военной помощи для Украины;0
